N10_Grd_Prod_Pwr_Avg,M10_Grd_Prod_Pwr_Avg,N10_Amb_WindSpeed_Avg,M10_Amb_WindSpeed_Avg,N10_Amb_WindDir_Abs_Avg,WindSpeed_Mean,power_inferred_N10_windspeed,jensen_M10_windspeed,jensen_M10_power,power_inferred_M10_windspeed
628.3,458.8,6.2,5.6,226.0,5.0424778761061955,6.186728909636546,6.0606060606060606,586.8066022007334,5.6133711237079025
336.5,178.5,5.1,4.2,226.6,4.403508771929825,5.116038679559853,5.050505050505051,320.68589529843274,4.327275758586195
156.6,40.8,4.4,3.3,226.8,3.5525862068965512,4.197399133044348,4.292929292929293,172.7132377459154,3.367455818606202
119.0,30.0,4.1,3.3,226.0,3.568103448275863,3.972490830276759,4.040404040404041,129.63221073691233,3.2502500833611205
218.0,83.2,4.8,3.6,226.7,3.7327586206896552,4.549016338779593,4.545454545454546,217.26142047349114,3.715905301767256
243.4,59.3,5.0,3.4,226.5,3.6999999999999997,4.675725241747249,4.7979797979797985,268.45181727242414,3.5448482827609205
546.9,254.3,6.1,4.6,226.0,4.697413793103448,5.926975658552851,5.808080808080809,512.8486162054019,4.729576525508502
3450.5,3094.8,13.0,10.4,226.9,10.714655172413794,13.0,12.878787878787879,3448.0,10.675391797265755
261.2,114.6,5.0,3.9,226.0,4.32155172413793,4.7644214738246085,4.7979797979797985,268.45181727242414,3.9408136045348447
1967.4,576.2,9.6,5.5,226.9,7.0439655172413795,8.93947982660887,8.83838383838384,1903.0396798932984,6.028342780926976
620.3,687.6,6.1,6.4,226.7,5.63793103448276,6.161387129043014,6.0606060606060606,586.8066022007334,6.364121373791264
394.0,257.2,5.5,4.7,226.4,4.5439655172413795,5.359953317772591,5.303030303030304,380.4924974991664,4.742247415805268
219.3,63.2,4.8,3.8,226.0,3.841739130434783,4.555351783927976,4.545454545454546,217.26142047349114,3.5733577859286427
286.9,175.2,5.1,4.3,226.6,4.321739130434783,4.891130376792264,4.7979797979797985,268.45181727242414,4.308269423141047
1758.5,944.3,8.9,6.9,226.5,7.273684210526315,8.610036678892964,8.585858585858587,1741.8659553184389,7.038846282094031
1349.8,914.6,8.2,6.7,226.7,6.812727272727273,7.8972990996999,7.828282828282829,1314.1150383461154,6.969156385461821
771.6,490.6,6.6,5.6,226.0,5.496363636363637,6.601700566855619,6.565656565656566,758.0736912304101,5.7274091363787925
711.3,444.4,6.5,5.4,226.8,6.2412844036697255,6.436978992997666,6.313131313131313,670.4344781593865,5.56268756252084
1224.1,797.6,7.6,6.4,226.2,6.875454545454546,7.650216738912971,7.575757575757576,1186.3924641547183,6.668222740913638
549.5,456.1,5.9,5.7,226.5,5.470175438596492,5.936478826275425,6.0606060606060606,586.8066022007334,5.603867955985328
740.0,477.6,6.6,5.8,226.0,6.0701754385964914,6.519339779926643,6.565656565656566,758.0736912304101,5.679893297765922
812.8,511.9,6.7,5.6,226.9,5.992982456140353,6.7062354118039345,6.818181818181818,855.671223741247,5.803434478159387
993.1,610.7,7.2,6.0,226.5,6.298245614035086,7.14971657219073,7.070707070707071,958.3124374791598,6.132877625875292
887.0,682.2,7.0,6.1,226.9,6.502631578947368,6.896298766255418,6.818181818181818,855.671223741247,6.3482827609203065
362.4,242.8,5.2,4.7,226.4,4.9868421052631575,5.226908969656552,5.303030303030304,380.4924974991664,4.672557519173058
58.8,27.6,3.8,3.3,226.7,3.744736842105263,3.541680560186729,3.5353535353535355,57.94831610536849,3.2249083027675893
2147.6,937.2,9.7,6.7,226.0,8.081034482758621,9.205568522840947,9.090909090909092,2068.6068689563185,7.023007669223074
1476.4,882.4,8.3,6.5,226.0,7.176315789473684,8.131710570190062,8.080808080808081,1447.5095031677229,6.886795598532844
1206.9,1127.2,7.7,7.2,226.2,7.447413793103448,7.615371790596866,7.575757575757576,1186.3924641547183,7.450650216738913
843.1,684.0,6.8,6.0,226.0,6.258260869565217,6.785428476158719,6.818181818181818,855.671223741247,6.3546182060686895
